case_id,session_id,event_type,actor,actor_type,title,description,details,status,priority,timestamp,created_at,updated_at
HIS-87,JIR-1753264019111-uv5vnnmm,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-07-23T10:01:37.796Z,2025-07-23T10:01:37.814Z,2025-07-23T10:01:37.814Z
HIS-87,JIR-1753264019111-uv5vnnmm,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Completed,Agent successfully completed processing,"Agent: Field Comparison Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Field Comparison Agent"",""status"":""completed"",""confidence"":0.8,""ai_response"":""Field Comparison Agent processing completed with simulated analysis"",""timestamp"":""2025-07-23T10:01:37.818Z"",""workflow_id"":""JIR-1753264019111-uv5vnnmm"",""fallback_used"":true}",completed,medium,2025-07-23T10:01:43.706Z,2025-07-23T10:01:43.716Z,2025-07-23T10:01:43.716Z
HIS-87,JIR-1753264019111-uv5vnnmm,agent_execution,Mismatch Detection Agent,agent,Mismatch Detection Agent Completed,Agent successfully completed processing,"Agent: Mismatch Detection Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Mismatch Detection Agent"",""status"":""completed"",""confidence"":0.8,""ai_response"":""Mismatch Detection Agent processing completed with simulated analysis"",""timestamp"":""2025-07-23T10:01:43.739Z"",""workflow_id"":""JIR-1753264019111-uv5vnnmm"",""fallback_used"":true}",completed,medium,2025-07-23T10:01:49.482Z,2025-07-23T10:01:49.495Z,2025-07-23T10:01:49.495Z
HIS-87,JIR-1753264019111-uv5vnnmm,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Started,Agent processing started for mismatch_summary,"Agent Type: mismatch_summary
Status: started
Progress: 0%",completed,medium,2025-07-23T10:01:49.507Z,2025-07-23T10:01:49.520Z,2025-07-23T10:01:49.520Z
HIS-87,JIR-1753264019111-uv5vnnmm,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Completed,Agent successfully completed processing,"Agent: Mismatch Summary Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Mismatch Summary Agent"",""status"":""completed"",""confidence"":0.8,""ai_response"":""Mismatch Summary Agent processing completed with simulated analysis"",""timestamp"":""2025-07-23T10:01:49.523Z"",""workflow_id"":""JIR-1753264019111-uv5vnnmm"",""fallback_used"":true}",completed,medium,2025-07-23T10:01:55.332Z,2025-07-23T10:01:55.345Z,2025-07-23T10:01:55.345Z
HIS-87,JIR-1753264019111-uv5vnnmm,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 4/8",completed,medium,2025-07-23T10:01:55.357Z,2025-07-23T10:01:55.359Z,2025-07-23T10:01:55.359Z
HIS-87,JIR-1753265142626-xkzptmt4,system_event,System,system,Workflow Started,Slip 1 Comparison workflow initiated,"Workflow Type: jira
Case ID: HIS-87
Total Steps: 8",completed,medium,2025-07-23T10:05:42.626Z,2025-07-23T10:05:42.628Z,2025-07-23T10:05:42.628Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-07-23T10:05:44.787Z,2025-07-23T10:05:44.810Z,2025-07-23T10:05:44.810Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""ai_response"":""```json\n{\n  \""business_name\"": {\n    \""value\"": \""ABC Manufacturing Co.\"",\n    \""confidence_score\"": 0.95\n  },\n  \""coverage_type\"": {\n    \""value\"": \""General Liability\"",\n    \""confidence_score\"": 0.90\n  },\n  \""policy_limits\"": {\n    \""value\"": \""$1,000,000 per occurrence\"",\n    \""confidence_score\"": 0.85\n  },\n  \""deductibles\"": {\n    \""value\"": \""$"",""timestamp"":""2025-07-23T10:05:44.816Z"",""workflow_id"":""JIR-1753265142626-xkzptmt4"",""extracted_data"":{""business_name"":""TechStart Solutions LLC"",""coverage_type"":""General Liability + Professional Indemnity"",""policy_limits"":""$1M/$2M"",""annual_revenue"":""$500K"",""employees"":12},""fields_extracted"":8,""confidence_score"":0.92}",completed,medium,2025-07-23T10:05:53.905Z,2025-07-23T10:05:53.920Z,2025-07-23T10:05:53.920Z
HIS-87,JIR-1753265142626-xkzptmt4,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 1/8",completed,medium,2025-07-23T10:05:53.934Z,2025-07-23T10:05:53.945Z,2025-07-23T10:05:53.945Z
HIS-87,JIR-1753265142626-xkzptmt4,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/8",completed,medium,2025-07-23T10:06:02.187Z,2025-07-23T10:06:02.188Z,2025-07-23T10:06:02.188Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-07-23T10:06:03.198Z,2025-07-23T10:06:03.213Z,2025-07-23T10:06:03.213Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Completed,Agent successfully completed processing,"Agent: Field Comparison Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Field Comparison Agent"",""status"":""completed"",""confidence"":0.8,""ai_response"":""Field Comparison Agent processing completed with simulated analysis"",""timestamp"":""2025-07-23T10:06:03.218Z"",""workflow_id"":""JIR-1753265142626-xkzptmt4"",""fallback_used"":true}",completed,medium,2025-07-23T10:06:08.953Z,2025-07-23T10:06:08.971Z,2025-07-23T10:06:08.971Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Mismatch Detection Agent,agent,Mismatch Detection Agent Started,Agent processing started for mismatch_detection,"Agent Type: mismatch_detection
Status: started
Progress: 0%",completed,medium,2025-07-23T10:06:08.991Z,2025-07-23T10:06:09.009Z,2025-07-23T10:06:09.009Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Mismatch Detection Agent,agent,Mismatch Detection Agent Completed,Agent successfully completed processing,"Agent: Mismatch Detection Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Mismatch Detection Agent"",""status"":""completed"",""confidence"":0.8,""ai_response"":""Mismatch Detection Agent processing completed with simulated analysis"",""timestamp"":""2025-07-23T10:06:09.012Z"",""workflow_id"":""JIR-1753265142626-xkzptmt4"",""fallback_used"":true}",completed,medium,2025-07-23T10:06:14.725Z,2025-07-23T10:06:14.738Z,2025-07-23T10:06:14.738Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Started,Agent processing started for mismatch_summary,"Agent Type: mismatch_summary
Status: started
Progress: 0%",completed,medium,2025-07-23T10:06:14.751Z,2025-07-23T10:06:14.766Z,2025-07-23T10:06:14.766Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Completed,Agent successfully completed processing,"Agent: Mismatch Summary Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Mismatch Summary Agent"",""status"":""completed"",""confidence"":0.8,""ai_response"":""Mismatch Summary Agent processing completed with simulated analysis"",""timestamp"":""2025-07-23T10:06:14.770Z"",""workflow_id"":""JIR-1753265142626-xkzptmt4"",""fallback_used"":true}",completed,medium,2025-07-23T10:06:20.479Z,2025-07-23T10:06:20.487Z,2025-07-23T10:06:20.487Z
HIS-87,JIR-1753265142626-xkzptmt4,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 4/8",completed,medium,2025-07-23T10:06:20.500Z,2025-07-23T10:06:20.511Z,2025-07-23T10:06:20.511Z
HIS-87,JIR-1753265142626-xkzptmt4,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Mismatch Summary Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-07-23T10:06:20.514Z,2025-07-23T10:06:20.514Z,2025-07-23T10:06:20.514Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Started,Agent processing started for sanctions_check,"Agent Type: sanctions_check
Status: started
Progress: 0%",completed,medium,2025-07-23T10:06:20.526Z,2025-07-23T10:06:20.540Z,2025-07-23T10:06:20.540Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Completed,Agent successfully completed processing,"Agent: Sanctions Check Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.8,""ai_response"":""Sanctions Check Agent processing completed with simulated analysis"",""timestamp"":""2025-07-23T10:06:20.547Z"",""workflow_id"":""JIR-1753265142626-xkzptmt4"",""fallback_used"":true}",completed,medium,2025-07-23T10:06:26.299Z,2025-07-23T10:06:26.315Z,2025-07-23T10:06:26.315Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Risk Assessment Agent,agent,Risk Assessment Agent Started,Agent processing started for risk_assessment,"Agent Type: risk_assessment
Status: started
Progress: 0%",completed,medium,2025-07-23T10:06:26.327Z,2025-07-23T10:06:26.354Z,2025-07-23T10:06:26.354Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Risk Assessment Agent,agent,Risk Assessment Agent Completed,Agent successfully completed processing,"Agent: Risk Assessment Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Risk Assessment Agent"",""status"":""completed"",""confidence"":0.8,""ai_response"":""Risk Assessment Agent processing completed with simulated analysis"",""timestamp"":""2025-07-23T10:06:26.357Z"",""workflow_id"":""JIR-1753265142626-xkzptmt4"",""fallback_used"":true}",completed,medium,2025-07-23T10:06:32.127Z,2025-07-23T10:06:32.136Z,2025-07-23T10:06:32.136Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Policy Integration Agent,agent,Policy Integration Agent Started,Agent processing started for policy_integration,"Agent Type: policy_integration
Status: started
Progress: 0%",completed,medium,2025-07-23T10:06:32.153Z,2025-07-23T10:06:32.189Z,2025-07-23T10:06:32.189Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Policy Integration Agent,agent,Policy Integration Agent Completed,Agent successfully completed processing,"Agent: Policy Integration Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Policy Integration Agent"",""status"":""completed"",""confidence"":0.8,""ai_response"":""Policy Integration Agent processing completed with simulated analysis"",""timestamp"":""2025-07-23T10:06:32.234Z"",""workflow_id"":""JIR-1753265142626-xkzptmt4"",""fallback_used"":true}",completed,medium,2025-07-23T10:06:38.009Z,2025-07-23T10:06:38.027Z,2025-07-23T10:06:38.027Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Final Decision Agent,agent,Final Decision Agent Started,Agent processing started for final_decision,"Agent Type: final_decision
Status: started
Progress: 0%",completed,medium,2025-07-23T10:06:38.039Z,2025-07-23T10:06:38.048Z,2025-07-23T10:06:38.048Z
HIS-87,JIR-1753265142626-xkzptmt4,agent_execution,Final Decision Agent,agent,Final Decision Agent Completed,Agent successfully completed processing,"Agent: Final Decision Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Final Decision Agent"",""status"":""completed"",""confidence"":0.8,""ai_response"":""Final Decision Agent processing completed with simulated analysis"",""timestamp"":""2025-07-23T10:06:38.051Z"",""workflow_id"":""JIR-1753265142626-xkzptmt4"",""fallback_used"":true}",completed,medium,2025-07-23T10:06:43.920Z,2025-07-23T10:06:43.929Z,2025-07-23T10:06:43.929Z
HIS-87,JIR-1753265142626-xkzptmt4,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to completed,"Previous Status: pending_approval
New Status: completed
Step: 8/8",completed,medium,2025-07-23T10:06:43.940Z,2025-07-23T10:06:43.954Z,2025-07-23T10:06:43.954Z
HIS-87,JIR-1753265477799-zx8959vy,system_event,System,system,Workflow Started,Slip 1 Comparison workflow initiated,"Workflow Type: jira
Case ID: HIS-87
Total Steps: 8",completed,medium,2025-07-23T10:11:17.800Z,2025-07-23T10:11:17.806Z,2025-07-23T10:11:17.806Z
HIS-87,JIR-1753265477799-zx8959vy,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-07-23T10:11:19.973Z,2025-07-23T10:11:20.012Z,2025-07-23T10:11:20.012Z
HIS-87,JIR-1753265477799-zx8959vy,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""ai_response"":""```json\n{\n  \""business_name\"": {\n    \""value\"": \""ABC Manufacturing Inc.\"",\n    \""confidence_score\"": 0.95\n  },\n  \""coverage_type\"": {\n    \""value\"": \""General Liability\"",\n    \""confidence_score\"": 0.90\n  },\n  \""policy_limits\"": {\n    \""value\"": {\n      \""general_liability\"": \""$1,000,000\"",\n      \""product_liability\"": \""$2,000,000\""\n    },\n    \""confidence_score"",""timestamp"":""2025-07-23T10:11:20.024Z"",""workflow_id"":""JIR-1753265477799-zx8959vy"",""extracted_data"":{""business_name"":""TechStart Solutions LLC"",""coverage_type"":""General Liability + Professional Indemnity"",""policy_limits"":""$1M/$2M"",""annual_revenue"":""$500K"",""employees"":12},""fields_extracted"":8,""confidence_score"":0.92}",completed,medium,2025-07-23T10:11:28.541Z,2025-07-23T10:11:28.559Z,2025-07-23T10:11:28.559Z
HIS-87,JIR-1753265477799-zx8959vy,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 1/8",completed,medium,2025-07-23T10:11:28.578Z,2025-07-23T10:11:28.589Z,2025-07-23T10:11:28.589Z
HIS-87,JIR-1753265477799-zx8959vy,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/8",completed,medium,2025-07-23T10:11:41.476Z,2025-07-23T10:11:41.477Z,2025-07-23T10:11:41.477Z
HIS-87,JIR-1753265477799-zx8959vy,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-07-23T10:11:42.490Z,2025-07-23T10:11:42.503Z,2025-07-23T10:11:42.503Z
HIS-87,JIR-1753265477799-zx8959vy,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Completed,Agent successfully completed processing,"Agent: Field Comparison Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Field Comparison Agent"",""status"":""completed"",""confidence"":0.8,""ai_response"":""Field Comparison Agent processing completed with simulated analysis"",""timestamp"":""2025-07-23T10:11:42.508Z"",""workflow_id"":""JIR-1753265477799-zx8959vy"",""fallback_used"":true}",completed,medium,2025-07-23T10:11:48.225Z,2025-07-23T10:11:48.240Z,2025-07-23T10:11:48.240Z
HIS-87,JIR-1753265477799-zx8959vy,agent_execution,Mismatch Detection Agent,agent,Mismatch Detection Agent Started,Agent processing started for mismatch_detection,"Agent Type: mismatch_detection
Status: started
Progress: 0%",completed,medium,2025-07-23T10:11:48.255Z,2025-07-23T10:11:48.282Z,2025-07-23T10:11:48.282Z
